year_lunar_st,year_lunar_ed,year_greg_st,year_greg_ed,event_code,mainCategory,subCategory,vocabularyCode,magnitude,timeDuration,place_provin,place_EN,place_longit,place_latitu
1640,1640,1640,1640,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.280564,33.503341,
1640,1641,1640,1641,340100329,34,01,003,2,9,江蘇省,Jiangsu,120.054135,33.30777,
1641,1641,1641,1641,340130029,34,01,300,2,9,江蘇省,Jiangsu,118.824123,32.118003,
1641,1641,1641,1641,340100309,34,01,003,0,9,江蘇省,Jiangsu,118.961703,31.332019,
1641,1641,1641,1641,340100029,34,01,000,2,9,江蘇省,Jiangsu,120.603069,31.309043,
1641,1641,1641,1642,340600109,34,06,001,0,9,江蘇省,Jiangsu,120.397516,31.224485,
1641,1641,1641,1641,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.95298,31.323023,
1641,1641,1641,1641,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.461049,32.203049,
1641,1641,1641,1641,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.920709,31.748661,
1641,1641,1641,1641,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.78552,31.358953,
1641,1641,1641,1641,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.188204,32.388233,
1641,1641,1641,1641,340100409,34,01,004,0,9,江蘇省,Jiangsu,119.188204,32.388233,
1641,1641,1641,1641,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.903954,32.513149,
1641,1641,1641,1641,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.092824,32.219519,
1641,1641,1641,1641,340130029,34,01,300,2,9,江蘇省,Jiangsu,121.006976,32.078142,
1641,1641,1641,1641,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.568183,32.264155,
1641,1641,1641,1641,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.311997,33.880774,
1641,1641,1641,1641,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.311997,33.880774,
1641,1641,1641,1641,340130029,34,01,300,2,9,江蘇省,Jiangsu,118.524543,32.96793,
1641,1641,1641,1641,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.553937,32.784224,
1641,1641,1641,1641,340130029,34,01,300,2,9,江蘇省,Jiangsu,117.205594,34.271614,
1641,1641,1641,1641,340130029,34,01,300,2,9,江蘇省,Jiangsu,116.603152,34.690638,
1641,1641,1641,1641,340130029,34,01,300,2,9,江蘇省,Jiangsu,116.897453,34.699891,
1641,1641,1641,1641,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.027584,34.888509,
1641,1641,1641,1641,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.027584,34.888509,
1642,1642,1642,1642,340100009,34,01,000,0,9,江蘇省,Jiangsu,118.824123,32.118003,
1642,1642,1642,1642,340100309,34,01,003,0,9,江蘇省,Jiangsu,118.961703,31.332019,
1642,1642,1642,1642,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.397516,31.224485,
1642,1642,1642,1642,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.397516,31.224485,
1642,1642,1642,1642,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.625761,31.01201,
1642,1642,1642,1642,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.29982,31.833936,
1642,1642,1642,1642,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.78552,31.358953,
1643,1643,1643,1643,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.397516,31.224485,
1647,1647,1647,1647,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.092824,32.219519,
1647,1647,1647,1647,340100009,34,01,000,0,9,江蘇省,Jiangsu,121.006976,32.078142,
1651,1651,1651,1651,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.962155,31.776182,
1652,1652,1652,1652,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.78552,31.358953,
1652,1652,1652,1652,340100009,34,01,000,0,9,江蘇省,Jiangsu,121.006976,32.078142,
1652,1652,1652,1652,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.568183,32.264155,
1652,1652,1652,1652,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.553937,32.784224,
1653,1653,1653,1653,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.445274,32.406239,
1653,1653,1653,1653,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.553937,32.784224,
1671,1671,1671,1671,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.188204,32.388233,
1671,1671,1671,1671,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.442397,33.221142,
1671,1671,1671,1671,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.553937,32.784224,
1674,1674,1674,1674,340100009,34,01,000,0,9,江蘇省,Jiangsu,118.921746,33.658644,
1678,1678,1678,1678,340130029,34,01,300,2,9,江蘇省,Jiangsu,118.824123,32.118003,
1679,1680,1679,1680,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.962155,31.776182,
1680,1680,1680,1680,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.027201,31.595081,
1680,1680,1680,1680,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.397516,31.224485,
1680,1681,1680,1681,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.335992,31.567522,
1691,1691,1691,1691,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.188204,32.388233,
1698,1698,1698,1698,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.335992,31.567522,
1699,1699,1699,1699,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.335992,31.567522,
1704,1704,1704,1704,340100009,34,01,000,0,9,江蘇省,Jiangsu,116.897453,34.699891,
1708,1708,1708,1708,340130029,34,01,300,2,9,江蘇省,Jiangsu,118.523523,32.032504,
1709,1709,1709,1709,340100329,34,01,003,2,9,江蘇省,Jiangsu,119.370599,31.423776,
1709,1709,1709,1709,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.280564,33.503341,
1727,1727,1727,1728,340300029,34,03,000,2,9,江蘇省,Jiangsu,120.397516,31.224485,
1728,1728,1728,1728,340100099,34,01,000,9,9,江蘇省,Jiangsu,121.127022,31.551683,
1729,1729,1729,1729,340100309,34,01,003,0,9,江蘇省,Jiangsu,119.370599,31.423776,
1730,1730,1730,1730,340100309,34,01,003,0,9,江蘇省,Jiangsu,119.370599,31.423776,
1730,1730,1730,1731,340100389,34,01,003,8,9,江蘇省,Jiangsu,119.370599,31.423776,
1732,1732,1732,1732,340000000,34,00,000,0,0,江蘇省,Jiangsu,121.127022,31.551683,
1732,1732,1732,1732,340000000,34,00,000,0,0,江蘇省,Jiangsu,120.625761,31.01201,
1733,1733,1733,1733,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.397516,31.224485,
1733,1733,1733,1733,340100329,34,01,003,2,9,江蘇省,Jiangsu,120.397516,31.224485,
1733,1733,1733,1733,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.95298,31.323023,
1733,1733,1733,1733,340130029,34,01,300,2,9,江蘇省,Jiangsu,121.127022,31.551683,
1733,1733,1733,1733,340100009,34,01,000,0,9,江蘇省,Jiangsu,121.127022,31.551683,
1733,1733,1733,1733,340130029,34,01,300,2,9,江蘇省,Jiangsu,121.127022,31.551683,
1733,1733,1733,1733,340130059,34,01,300,5,9,江蘇省,Jiangsu,121.127022,31.551683,
1739,1739,1739,1739,340100009,34,01,000,0,9,江蘇省,Jiangsu,121.006976,32.078142,
1739,1739,1739,1739,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.054135,33.30777,
1739,1739,1739,1739,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.69293,33.708995,
1742,1742,1742,1742,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.280564,33.503341,
1749,1749,1749,1749,340100309,34,01,003,0,9,江蘇省,Jiangsu,118.961703,31.332019,
1753,1753,1753,1753,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.280564,33.503341,
1755,1755,1755,1756,340100009,34,01,000,0,9,江蘇省,Jiangsu,121.127022,31.551683,
1755,1755,1755,1755,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.29982,31.833936,
1755,1755,1755,1755,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.263248,32.034773,
1755,1757,1755,1757,340130029,34,01,300,2,9,江蘇省,Jiangsu,116.603152,34.690638,
1756,1756,1756,1756,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.603069,31.309043,
1756,1756,1756,1756,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.95298,31.323023,
1756,1756,1756,1756,340000000,34,00,000,0,0,江蘇省,Jiangsu,120.95298,31.323023,
1756,1756,1756,1756,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.808317,31.655226,
1756,1756,1756,1756,340100309,34,01,003,0,9,江蘇省,Jiangsu,120.625761,31.01201,
1756,1756,1756,1756,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.19589,31.928152,
1756,1756,1756,1756,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.445274,32.406239,
1756,1756,1756,1756,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.188204,32.388233,
1756,1756,1756,1756,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.490634,32.831306,
1756,1756,1756,1756,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.981765,32.956244,
1756,1756,1756,1756,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.061609,32.508067,
1756,1756,1756,1756,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.092824,32.219519,
1756,1756,1756,1756,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.263248,32.034773,
1756,1756,1756,1756,340130029,34,01,300,2,9,江蘇省,Jiangsu,121.006976,32.078142,
1756,1756,1756,1756,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.568183,32.264155,
1756,1756,1756,1756,340130025,34,01,300,2,5,江蘇省,Jiangsu,119.280564,33.503341,
1756,1756,1756,1756,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.054135,33.30777,
